RANKING,OWNERNAME,OWNERID,CHAMPIONSHIPTYPE,LEADINGEARNERHORSE,TOTALOWNERCHAMPIONSHIPWINS,TOTALOWNERCHAMPIONSHIPSRUNS,TOTALOWNERPRIZEMONEYWON
336,"Upthorpe Racing",1045368,JUMP,"Call Me Tara (GB)",1,3,8660.03
337,"Hogarth Racing",712114,JUMP,"Landacre Bridge (GB)",0,14,8608.34
338,"Chris Stedman & Mark Albon",1081948,JUMP,"Game Socks (IRE)",1,3,8598.88
339,"Mr J. Fyffe",843629,JUMP,"Grey Market (IRE)",1,6,8593.85
340,"Oceans Racing",999542,JUMP,"Jean Genie (FR)",1,4,8570.07
341,"McNeill Racing & County Set Three",1133882,JUMP,"Prince Dundee (IRE)",1,3,8564.04
342,"Pitch Racing",1147150,JUMP,"Steady The Ship (IRE)",1,5,8516.10
343,"The Good News Partnership",1110897,JUMP,"Good News (GB)",2,2,8456.68
344,"Owners Group 080",1163160,JUMP,"Huelgoat (FR)",1,3,8440.01
345,"Nick Elliott & Heather Shane",1166415,JUMP,"Premier d'Troice (FR)",1,2,8422.56
348,"Pimlico Racing - Mourzouk",1173852,JUMP,"Mourzouk (IRE)",2,2,8386.84
350,"Martin & Lynn Jones",1166697,JUMP,"One Touch (IRE)",2,4,8370.47
351,"Mr P. Hickey",732846,JUMP,"An Tailliur (FR)",0,1,8348.08
352,"Mrs Pat Sloan",766498,JUMP,"Curious Times (IRE)",1,7,8320.27
354,"Mr R. D. Potter",913220,JUMP,"High Grounds (IRE)",0,14,8192.18
355,"Kate Ive",754704,JUMP,"Pillar of Steel (GB)",0,6,8183.88
356,"Mr P. J. Woolley",538915,JUMP,"Cresswell Queen (GB)",1,6,8067.52
357,"K. W. Sneath",41126,JUMP,"Graffiti (GB)",1,3,8024.34
358,"Mr Andrew L. Cohen",507943,JUMP,"Give Me A Cuddle (IRE)",1,7,7992.61
359,"Mrs Rita Brown",513236,JUMP,"Royal Ruby (GB)",1,3,7979.80
360,"The Reign It In Partnership",1125661,JUMP,"Brotherly Company (IRE)",1,3,7965.71
361,"Mr Joseph Blake and Mr Kirk Warr",1173487,JUMP,"Clearance (GB)",1,4,7946.02
362,"Radleian Society, L Lovell & P Stacey",1146953,JUMP,"College Oak (GB)",1,5,7938.80
364,"Mr W. Clifford",553400,JUMP,"Arizona Glory (GB)",1,10,7909.00
365,"The Harefield Racing Club",1083791,JUMP,"Sophosc (IRE)",2,2,7896.70
366,"Mr George Houghton",503979,JUMP,"Reams of Love (GB)",1,5,7893.40
367,"M. F. Harris",746865,JUMP,"Wetanwindy (GB)",0,8,7873.74
368,"J. K. Powell Racing",1167445,JUMP,"Flintstone (IRE)",1,2,7844.02
369,"Hush Hush Partnership",1147867,JUMP,"Heronord (FR)",0,7,7824.56
370,"Mr Paul L. Drinkwater",949340,JUMP,"Let Me Be (IRE)",1,7,7815.70
371,"Ms Kathryn J Sweeting",1035164,JUMP,"Boomtime Banker (IRE)",2,2,7815.00
372,"Mrs A. Gillies",1160849,JUMP,"Stoney Mountain (IRE)",1,2,7811.02
373,"Mr Jordan Souster",1124217,JUMP,"Seaborough (IRE)",1,5,7804.90
376,"Norwester Racing Club & Partner",1123582,JUMP,"Peterborough (FR)",1,5,7779.42
377,"Mr Colm Donlon",957198,JUMP,"Ecco (GB)",1,3,7757.20
379,"Maundrell,  Sawyer & Andrews",1161796,JUMP,"Malina Jamila (GB)",1,2,7711.90
380,"Tim & Miranda Johnson",960801,JUMP,"Nefyn Point (GB)",1,5,7648.90
381,"Mr M. A. Reay",1148695,JUMP,"Topofthecotswolds (IRE)",1,3,7638.80
382,"Mrs G. C. Pritchard",867970,JUMP,"Rectory Oak (IRE)",1,3,7585.90
383,"Mr B Bell, Mr M Harrod & Mr G Sainsbury",1177349,JUMP,"Justified (GB)",1,5,7566.65
385,"The Rat Pack Racing Club",1072646,JUMP,"Onenightintown (IRE)",1,6,7553.99
386,"Riverside Racing",1069904,JUMP,"Go Bob Go (IRE)",1,6,7525.76
387,"Herongate Racers",1093565,JUMP,"High Counsel (IRE)",2,4,7513.34
388,"Mr Nick Carter",1073190,JUMP,"Dubai Guest (IRE)",0,10,7506.76
389,"The Devon Diamond Friends",1099233,JUMP,"Diligent (FR)",1,2,7489.56
390,"Mr William M. Brown",765829,JUMP,"Gladiatorial (IRE)",0,2,7476.28
392,"Jennie Candlish & Jillian McKeown",1168886,JUMP,"Follow Your Fire (IRE)",1,7,7460.79
393,"Mr David Keys & Mrs Breda Keatley",1153078,JUMP,"Drumconnor Lad (IRE)",1,2,7436.64
394,"Mr W. A. Bethell",516203,JUMP,"Miami Present (IRE)",1,3,7425.51
395,"Mr Jon Glews",891745,JUMP,"Obey The Rules (IRE)",1,5,7423.45
396,"Coles, Smith, McManus and Broughton",1139178,JUMP,"Champagne Court (IRE)",1,1,7406.56
397,"Coltherd McDougal",1102859,JUMP,"Hidden Commander (IRE)",1,1,7406.56
398,"Five Saints Racing",1099824,JUMP,"Dame de Fortune (IRE)",1,3,7405.15
400,"Keeping The Dream Alive",1094923,JUMP,"Merry Berry (GB)",1,2,7396.87
401,"Serendipity Syndicate 2006",940436,JUMP,"Ten Past Midnight (GB)",1,5,7386.60
402,"Mr Scott Lowther",900199,JUMP,"Golden Chancer (GB)",0,12,7385.07
403,"Troika Racing",1163623,JUMP,"Toronto (IRE)",1,7,7367.14
404,"Mr R. J. Armson",520139,JUMP,"Mackie Dee (IRE)",1,5,7366.63
406,"Owners Group 095",1175684,JUMP,"Boreen Boy (IRE)",1,2,7327.75
408,"G1 Racing Club Ltd",1060727,JUMP,"Persuer (GB)",1,6,7321.80
409,"Mrs Sue Welch & Alan King",1087833,JUMP,"Cool Stone (GB)",1,2,7302.66
411,"T W Johnson & G Maxwell",1060788,JUMP,"Blakeney Point (GB)",1,4,7281.25
413,"Mrs Diane Dewbery",923591,JUMP,"Presenting Yeats (IRE)",0,6,7251.26
414,"Mr F. A. Clegg",560489,JUMP,"Colonel Lesley (IRE)",2,3,7243.18
415,"The Fox and Duck syndicate",1125389,JUMP,"Vinnie's Getaway (IRE)",1,6,7240.80
416,"Middleham Park Racing LXXXIX",1075323,JUMP,"Imperial Knight (IRE)",1,3,7235.20
418,"Imperial Racing Partnership 2016",1113909,JUMP,"Halligator (FR)",1,5,7212.92
419,"Tay Valley Chasers Racing Club",965206,JUMP,"Petite Rhapsody (IRE)",0,6,7211.37
420,"Mr B. V. Lund",803325,JUMP,"Glengeever (IRE)",1,5,7193.15
421,"Kingsbere Racing",1136798,JUMP,"Danzini (IRE)",1,4,7192.92
422,"Highclere T'Bred Racing - Restitution",1176009,JUMP,"Restitution (FR)",1,2,7192.56
423,"Equi ex Incertis Partners",1056892,JUMP,"Trolley Boy (GB)",1,3,7178.46
424,"Mr J. W. Rosbotham",46303,JUMP,"Bellaney Gem (IRE)",0,6,7152.03
425,"Mr P. H. Betts",533342,JUMP,"Watashock (IRE)",1,3,7149.33
426,"Mr D. B. Roberts",714342,JUMP,"Racing Spirit (GB)",0,12,7116.34
428,"Mrs I.C Sellars & Major Philip Arkwright",976423,JUMP,"She's A Rocca (IRE)",1,5,7078.49
429,"Smell The Flowers",1169580,JUMP,"Peerless Beauty (GB)",1,2,7066.17
430,"Whitewall Racing",958928,JUMP,"Dinons (FR)",1,3,7059.14
431,"Messrs F. T. Walton",771291,JUMP,"West Lawn (GB)",1,11,7043.79
432,"The Running In Rail Partnership",1104256,JUMP,"Jelski (GER)",1,4,7035.30
433,"Mr Neil Berry",1164684,JUMP,"Largy G (IRE)",1,2,7025.34
434,"Mr John Coates Mr Richard Smith",1118264,JUMP,"Guidedbythescience (IRE)",1,5,7004.35
435,"Team Burton, Ray and Warburton",1175247,JUMP,"Lincoln Lyn (GB)",1,1,6956.06
436,"The Tailenders",1163409,JUMP,"Barest of Margins (IRE)",0,4,6948.79
437,"D'oudes Partnership",1165773,JUMP,"Fumet d'Oudairies (FR)",1,1,6929.40
438,"The Problem Solvers",985672,JUMP,"Maria Magdalena (IRE)",0,5,6911.10
439,"The Glazeley Partnership 2",815471,JUMP,"Fenney Brook (GB)",1,4,6892.37
440,"GIRLS ON LOCKDOWN",1156379,JUMP,"Pens Man (IRE)",1,2,6892.07
441,"Fitorfat Racing",1063973,JUMP,"Drumlee Watar (IRE)",1,4,6885.20
442,"Owners Group 037",1142185,JUMP,"Paris Dixie (GB)",1,3,6881.03
443,"Mrs Diana L. Whateley",768488,JUMP,"Wolfspear (IRE)",1,6,6877.25
444,"R & J Gould",1177219,JUMP,"Quiet Thunder (IRE)",1,3,6870.67
445,"Mr K. Alexander",996802,JUMP,"Brave Way (IRE)",1,2,6865.53
446,"Alastair Ralph Racing",1144526,JUMP,"Kabrit (IRE)",0,6,6863.11
447,"The Ten From Seven",1013192,JUMP,"Hyland (FR)",1,2,6841.30
448,"Prof. Caroline Tisdall and Bryan Drew",1073301,JUMP,"Ladykiller (GER)",1,3,6841.30
449,"Mrs A. Ellis",562297,JUMP,"Onesoc (IRE)",1,3,6841.30
450,"Ashley Carr, Eismark & Packham",1126828,JUMP,"Vis A Vis (GB)",1,2,6828.46
452,"Mr A. G. Greenwood",506137,JUMP,"Major Snugfit (GB)",1,5,6766.91
453,"Mr Tony Harrison",1033716,JUMP,"Frightened Rabbit (USA)",1,3,6753.04
454,"Miss J. du Plessis",547349,JUMP,"Haloa Mail (FR)",1,7,6742.98
456,"Exors of the Late Mr J. D. Gordon",557649,JUMP,"Cool Country (IRE)",1,5,6711.89
457,"Gin n It",1163096,JUMP,"Juniper (GB)",1,1,6698.58
458,"Mrs Sophie Pauling",1056897,JUMP,"Special Buddy (IRE)",1,8,6697.21
459,"Mrs Jennifer Pitman",1125698,JUMP,"Gloire d'Athon (FR)",1,2,6695.56
461,"Pump & Plant Services Ltd",735684,JUMP,"Hooper (GB)",0,4,6648.71
462,"Mr Stuart M. Mercer",562619,JUMP,"Koi Dodville (FR)",0,6,6644.61
463,"Chasing Gold Racing Club",941873,JUMP,"Howdilyoudo (IRE)",1,5,6643.93
464,"Twiston-Davies Equine",1159836,JUMP,"Fine By Me (IRE)",1,4,6592.80
465,"Mr N. Mustoe",819426,JUMP,"Irish Prophecy (IRE)",0,4,6589.50
466,"Robin Gillard and Rory Gillard",1161987,JUMP,"John Betjeman (GB)",1,2,6540.22
467,"Highclere Thoroughbred Racing - Rockstar",1162465,JUMP,"Rockstar Ronnie (IRE)",1,1,6535.20
468,"Mrs M. Devine",536224,JUMP,"Black Gerry (IRE)",1,1,6535.20
469,"Mr Frank McAleavy",1120437,JUMP,"Ashoka (IRE)",1,4,6534.46
470,"Middleham Park Racing LXXVIII& A&J Ryan",1075334,JUMP,"Dogon (GB)",1,4,6463.92
471,"Mr Graeme P. McPherson",780799,JUMP,"Eagle's Realm (GB)",2,3,6426.28
472,"Mr Alan Peterson",804816,JUMP,"Ukantango (IRE)",1,5,6426.12
473,"Middleham Park Racing XCI",1076451,JUMP,"Lelantos (IRE)",1,3,6366.12
475,"Mrs S. Lee and Mr E. Lee",1143530,JUMP,"Encashment (GB)",0,6,6340.52
476,"Mr R. E. R. Williams",522849,JUMP,"On Time (IRE)",1,5,6336.72
477,"The GPS Partnership",1122103,JUMP,"Little Bruce (IRE)",0,2,6330.00
478,"Spittal and Smith",1140784,JUMP,"The Electrician (IRE)",1,3,6313.82
479,"Mr G. Kennington",764501,JUMP,"Allsfineandandy (IRE)",1,3,6307.69
481,"R & J Farnham,P Burns,S Gammond,F Street",1161433,JUMP,"Pennyforapound (IRE)",1,2,6290.52
482,"P L Polly",1171833,JUMP,"Gonfalonier (FR)",1,4,6270.64
483,"Mr David Kemp",805141,JUMP,"Law of Gold (IRE)",0,2,6266.93
484,"Alan Baxter & Brian Hall",1060156,JUMP,"Bridge Road (IRE)",0,6,6258.09
485,"Miss Jane Goddard",718314,JUMP,"Jaunty Soria (GB)",1,3,6238.24
486,"Foxtrot Racing Syndicate 1",1106022,JUMP,"Ultimate Fame (IRE)",0,6,6233.18
487,"T. Jacobs, J.E. Harley & Mr G.L. Moore",1154095,JUMP,"Vorashann (FR)",1,2,6225.98
489,"Co-Foundations Ltd",1142443,JUMP,"Whatsupwithyou (IRE)",1,1,6219.32
490,"Jackie du Plessis & Sarah Pridham",1132232,JUMP,"Valentino (GB)",1,2,6208.44
491,"Stuart Edmunds Racing Club",1168239,JUMP,"Addosh (GB)",1,4,6199.78
492,"Mr Alex James & Mr B. J. Llewellyn",1120223,JUMP,"Cogital (GB)",0,4,6191.80
493,"Team Dunn",1086705,JUMP,"Toad of Toad Hall (GB)",1,2,6172.20
494,"Mr W. Frewen",727954,JUMP,"Kolisi (IRE)",0,7,6165.49
495,"Mrs Norma Harris",718742,JUMP,"Diamond Joel (GB)",1,4,6153.91
496,"Middleham Park Racing C",1076311,JUMP,"Genever Dragon (IRE)",1,4,6151.67
497,"The Ladies Of Martins Hill",1057856,JUMP,"Jessica Rabbit (GB)",1,4,6149.17
498,"Mrs S. Barker",770832,JUMP,"Blazing Tom (GB)",1,2,6132.93
499,"Mr D. S. Dennis",527052,JUMP,"Only Money (IRE)",1,1,6131.52
500,"Mr Peter Price",955727,JUMP,"Lady Malarkey (IRE)",1,3,6112.00
502,"A J Pegley",1157760,JUMP,"Art of Illusion (IRE)",0,4,6082.68
503,"Mr J. H. Graham",1114258,JUMP,"Motion In Limine (IRE)",1,3,6074.38
504,"P Moorhead, H Moorhead & J Collins",1150762,JUMP,"Systemic (GB)",1,2,6070.89
505,"Syders & Burkes",1137715,JUMP,"Rhebus Road (IRE)",1,2,6067.98
506,"Distillery Racing Club",973509,JUMP,"Scots Poet (GB)",1,2,6061.44
508,"Jim Bracken, Keith Hadwin & DJM",1121258,JUMP,"Vocal Duke (IRE)",1,6,6044.52
510,"AWR Consultancy, Stacey, Kirk & Fields",1154853,JUMP,"Arbennig (IRE)",1,5,6001.44
511,"Rupert Martin",1158635,JUMP,"Rare Clouds (GB)",1,8,6000.46
513,"The Albatross Club",1080121,JUMP,"Captain Morgs (IRE)",0,2,5995.97
514,"Chris Clark & Daisy Hitchins",1117126,JUMP,"Manor Park (GB)",0,5,5989.73
515,"The Odd Lot",1173640,JUMP,"Sister Michael (IRE)",1,2,5986.08
516,"Empire State Racing Partnership",1074352,JUMP,"Proschema (IRE)",0,1,5980.00
517,"Hambleton Racing Ltd XLIV & Partner",1163648,JUMP,"Nifty Getaway (IRE)",1,2,5966.25
518,"C P Civil Engineering UK Ltd",1135836,JUMP,"Trumps Benefit (IRE)",1,7,5949.00
519,"The Affordable Partnership",1024620,JUMP,"Carolines Charm (IRE)",1,5,5939.56
520,"Hft Forklifts Limited",1131824,JUMP,"You Name Him (GB)",1,2,5923.77
521,"Spitalized Racing",1102021,JUMP,"Oceans Red (GB)",1,5,5899.29
523,"Mrs Elaine Tate & Partner",1112657,JUMP,"Faint Hope (GB)",0,5,5888.84
524,"Inside Track Racing Club",753267,JUMP,"Beat The Heat (GB)",1,4,5881.11
525,"The Danum Partnership",1161195,JUMP,"Krypton Gold (IRE)",0,3,5870.57
526,"Mr Brian Davies",720911,JUMP,"Gris Majeur (FR)",1,2,5854.44
527,"Sutton Veny Racing Syndicate",1155779,JUMP,"Tarseem (IRE)",0,6,5831.50
529,"Premier Thoroughbred Racing Ltd",1126109,JUMP,"Rock On Tommy (GB)",1,5,5774.52
530,"Claxby & Co",1166454,JUMP,"Miss Wachit (IRE)",1,5,5774.41
531,"R L Baker & R Lee",1132592,JUMP,"Do It For Thy Sen (IRE)",1,1,5772.76
532,"Balkardy Breezers",1125005,JUMP,"Balkardy (FR)",1,1,5772.76
534,"Todd and Bewley",1177478,JUMP,"Follow Your Arrow (FR)",1,3,5753.58
535,"Mr P. York",558003,JUMP,"Isaac Wonder (IRE)",0,6,5749.67
536,"Hyde, Frobisher, Cullen, Waters & Hyde",1173331,JUMP,"The Boola Boss (IRE)",1,3,5744.78
537,BDRSyndicates,1134750,JUMP,"Ajay's Ways (IRE)",1,4,5728.48
538,"Noel Fehily Racing Syndicates-Rookie Tra",1156309,JUMP,"Rookie Trainer (IRE)",1,3,5724.38
539,"Chick Horseracing, Marks, Evans",1173416,JUMP,"Rocked Up (IRE)",1,3,5722.73
541,"The Dobbin Club",1120825,JUMP,"Indy Five (IRE)",0,1,5645.25
543,"P J King & Son",1123933,JUMP,"Armchair Farmer (IRE)",0,3,5632.27
544,"Dark Horse Racing Partnership Nine",1170446,JUMP,"Mulberry Hill (IRE)",0,5,5583.86
545,"Mr D Stevens & Mrs S Stevens",1066464,JUMP,"Caspers Court (IRE)",1,3,5580.15
546,"Newroc & Co",1099501,JUMP,"Shaws Bridge (IRE)",0,6,5577.48
547,"Mrs Jill Dennis",560290,JUMP,"Imperial Joe (IRE)",1,2,5568.50
548,"Sweet Nightingale Partnership",1176306,JUMP,"Sweet Nightingale (GB)",1,4,5563.50
549,"The Tenovus Partnership",1114667,JUMP,"Fulgurix (FR)",1,1,5554.92
550,"S Mullins Racing Club",1044402,JUMP,"Vin Rouge (IRE)",1,5,5548.34
551,"Merriebelle Irish Farm Limited",1080137,JUMP,"If I Say (IRE)",1,4,5542.65
553,"Mrs J.A. Benson & Miss S.N. Benson",784573,JUMP,"Fine By Her (GB)",1,5,5538.96
554,"Mr Simon W. Clarke",780971,JUMP,"Barton Knoll (GB)",0,2,5528.25
555,"Million in Mind Partnership",828388,JUMP,"Rathmacknee (IRE)",1,2,5523.70
557,"Mr D Maddocks & Partner",1117325,JUMP,"Canal Rocks (GB)",1,3,5498.64
558,"Mrs L. Osborne",1133563,JUMP,"Mr Craftsman (GB)",0,8,5478.55
559,"Mrs Janet Davies",990481,JUMP,"Astra Via (GB)",0,2,5475.57
560,"Mrs Kathy Day",550104,JUMP,"Stripe of Honour (IRE)",1,6,5474.83
561,"Mr J. D. Neild",1053434,JUMP,"Nye Bevan (IRE)",1,6,5454.59
562,"Mr D J Burke & Mr P Alderson",1009205,JUMP,"Marmalaid (GB)",1,1,5446.00
563,"Mr J. Gray",932849,JUMP,"Mothill (IRE)",1,1,5446.00
565,"Mr Ryder Sugden",1128690,JUMP,"Not What It Seems (IRE)",1,1,5446.00
566,"Mr Ian Lawrence",1131987,JUMP,"Hidden Heroics (FR)",1,2,5446.00
567,"geegeez.co.uk OM",1122260,JUMP,"Makthecat (FR)",1,4,5446.00
568,"Mr P. Stephen & Mr Mark Fleming",1158376,JUMP,"Lock Down Luke (GB)",1,2,5435.60
569,"Air-Water Treatments Ltd",1150945,JUMP,"Technological (GB)",0,5,5434.46
570,Notalotterry,788977,JUMP,"Leylak (IRE)",1,3,5432.55
571,"Dajam Ltd",532373,JUMP,"Girlofmydreams (GB)",1,3,5422.64
573,"Middleham Park Racing XXXVI",906263,JUMP,"Kayfast Warrior (IRE)",1,3,5397.70
575,"Mr P. Robson",765247,JUMP,"Haveyougotmymoney (IRE)",1,3,5391.54
576,"Unity Farm Holiday Centre Ltd",517377,JUMP,"From The Heart (IRE)",0,5,5372.87
577,"S. Townshend and P. Read",1170600,JUMP,"Seemingly So (IRE)",1,5,5372.64
578,"Mrs G. Morgan",1067844,JUMP,"Twig (GB)",1,5,5369.03
579,"Mr W. G. Young",503260,JUMP,"Ardera Cross (IRE)",0,13,5368.55
580,"The Oakley Partnership",993630,JUMP,"Yauthym (GER)",1,2,5353.36
582,"Kim Franklin & Polly Walker",1161059,JUMP,"Smith's Bay (GB)",0,5,5304.85
583,"Martin Keighley Racing Partnership 10",1169381,JUMP,"Ben Buie (IRE)",0,7,5270.31
584,"Loose Cannon Racing",1079102,JUMP,"Inn The Bull (GER)",0,4,5233.04
585,"Mr M. Creed",1122335,JUMP,"Neachells Bridge (IRE)",1,2,5223.64
586,"Peter Bowen Racing Club",1135921,JUMP,"Le Tueur (IRE)",0,7,5208.80
587,"Joanne Thomason-Murphy",940481,JUMP,"African Sun (IRE)",1,8,5198.82
589,"Mr Adrian Butler",782817,JUMP,"Foxinthebox (IRE)",1,3,5196.62
590,"Mercer Campbell Stanners",1123202,JUMP,"Annies Regatta (GB)",1,2,5196.43
591,"Middleham Park Racing CV",1076449,JUMP,"Jen's Boy (GB)",1,3,5192.42
592,"Only Fools Own Horses",1142172,JUMP,"White Turf (IRE)",1,6,5182.00
594,"The Leicester Lads",1134424,JUMP,"Dreamweaver (IRE)",0,4,5144.20
597,"Mr Neale Dalton",504231,JUMP,"Finalshot (GB)",1,3,5113.74
598,"Mrs H R Cross and Mrs S A Keys",1065854,JUMP,"Miss Jeanne Moon (IRE)",0,3,5110.67
599,"Miss Laura Horsfall",796149,JUMP,"Jack The Savage (GB)",1,5,5108.50
600,"Matt & Sally Burford",1111402,JUMP,"Cheltenam de Vaige (FR)",1,3,5104.30
601,"Mr M Dunlevy and Mrs H McGuinness",1150460,JUMP,"Bempton Cliffs (IRE)",1,2,5098.04
602,"David Maughan",1157795,JUMP,"Spanish Present (IRE)",1,2,5085.38
604,"The Risk Takers Partnership",1111039,JUMP,"Barney Stinson (IRE)",0,4,5068.29
605,"TheBlackHorseHotelBridgnorth & Partner",1169380,JUMP,"Hey Bob (IRE)",1,1,5064.78
606,"Mr Richard Weeks",565262,JUMP,"Ranco (IRE)",1,7,5053.18
607,"Top Brass Partnership",530590,JUMP,"Methusalar (IRE)",1,2,5050.44
609,"Mr Brian Mulholland",33194,JUMP,"Translink (GB)",1,2,5033.56
610,"W.B.B. & G.J. DALY",1133825,JUMP,"Cry Wolf (GB)",1,2,5033.56
611,"Mr Graham Wilson",973819,JUMP,"Balzac (GB)",1,3,5033.56
612,"Mr Anthony White",550746,JUMP,"Baraboy (IRE)",1,7,5031.38
613,"The Pant Wilkin Partnership",1110352,JUMP,"Prison Break (IRE)",1,3,5021.00
615,"Mrs Rosemary Gasson",547802,JUMP,"Maskia (FR)",0,4,5005.44
616,"Atlantic Friends Racing",1144474,JUMP,"Just Another One (IRE)",0,6,5003.58
618,"Dr Johnny Hon",564880,JUMP,"London Eye (USA)",0,4,4984.61
619,"Mr Dan Skelton",848380,JUMP,"Victory Club (IRE)",1,4,4970.88
620,"T Hywel Jones Racing",1120091,JUMP,"Oxwich Bay (IRE)",0,4,4929.95
621,"Bucks Racing Club",1170628,JUMP,"Downtown Getaway (IRE)",2,3,4925.70
623,"Mr Kevin Jardine",1071445,JUMP,"Fiston du Mou (FR)",1,3,4911.95
624,"Mr S. Grys & Mr M. O'Boyle",1057208,JUMP,"Bells of Stamford (IRE)",1,2,4909.24
625,"Mrs C. Holland",1172353,JUMP,"Hungry Tiger (IRE)",0,3,4904.65
626,"Mr S. Beetham",1169271,JUMP,"Monte Igueldo (FR)",1,1,4901.40
627,"Caron & Paul Chapman",1022062,JUMP,"Fringill Dike (IRE)",1,1,4901.40
629,"Two Black Labs",1061466,JUMP,"Domandlouis (IRE)",1,1,4901.40
630,"Mr Malcolm C. Denmark",728681,JUMP,"Soldier of Love (GB)",1,3,4900.70
631,"The Steeple Chasers",1086364,JUMP,"Forward Plan (IRE)",0,2,4882.97
632,"NERacehorses, Hamilton, Stephen & Whyte",1162385,JUMP,"Sputnik (IRE)",1,2,4869.86
633,"Midd Shire Racing",787677,JUMP,"Mr Tambourine Man (IRE)",1,1,4863.58
634,"Mr John Chatfeild-Roberts",1046995,JUMP,"Go Go Geronimo (GB)",0,1,4861.62
635,"OWNERS GROUP 034",1139001,JUMP,"Miranda (IRE)",0,1,4860.00
636,"Manor House Racing",1153567,JUMP,"Vintage Fizz (GB)",1,1,4846.94
637,"No Illusions Partnership",797661,JUMP,"Troed Y Melin (IRE)",1,4,4845.60
638,"McNeill Family",929352,JUMP,"Seddon (IRE)",0,4,4844.97
639,"Sir Martin  Broughton & Friends 8",1175957,JUMP,"Irish Hill (GER)",0,1,4842.37
643,"SJD Racing & Dianne Sayer",1080980,JUMP,"Iolani (GER)",0,2,4730.89
644,"The Lost My Socks Racing Syndicate",1173746,JUMP,"Fox's Socks (FR)",0,5,4728.85
646,"Mr Philip Rowley",978583,JUMP,"Tikitov (IRE)",0,4,4704.54
647,"Mr Clive Dennett",832484,JUMP,"Denable (GB)",1,1,4683.56
648,"Harte Investments Ltd and Dajam Ltd",1143040,JUMP,"Princess T (GB)",1,1,4683.56
649,"Owners for Owners Duke Of Luckley",1155361,JUMP,"Duke of Luckley (IRE)",1,2,4683.56
650,"Mr Terry Warner",552373,JUMP,"Guernesey (FR)",0,3,4666.88
652,"The Lyle Family & Hale Racing Ltd",1176950,JUMP,"Sweet Auburn (IRE)",1,1,4629.10
653,"Lockdown Racing",1155334,JUMP,"Stony Man (IRE)",1,2,4629.10
654,"Northway Lodge Racing",994637,JUMP,"Long Call (GB)",1,6,4627.10
655,"The Cotswold Lockdowners",1159181,JUMP,"Herecomeshogan (IRE)",1,5,4624.58
656,"Mr Ricki Vaughan & Partner",1147820,JUMP,"Limelighter (GB)",1,6,4620.58
657,"Mrs R. Jowett",546624,JUMP,"Whatcoloristhewind (IRE)",1,3,4616.73
658,"Sarah Habib & Ed Hawkings",1088079,JUMP,"Good Man Vinnie (IRE)",0,5,4576.73
659,"Mr S. Lang",901032,JUMP,"Zyon (GB)",1,1,4574.64
661,"Daresbury,Buckley,R Mills,D Mills,Walsh",1152285,JUMP,"Gouet des Bruyeres (FR)",0,4,4559.88
663,"Derek Coles & Ian Gosden",1134606,JUMP,"Kissesforkatie (IRE)",0,1,4544.80
664,"KTDA Racing",1142416,JUMP,"Happy d'Ex (FR)",1,2,4540.68
665,"Middleham Park Racing XXI",776531,JUMP,"Hana Collonges (FR)",1,4,4540.62
667,"CP RACING",1140363,JUMP,"Nayati (FR)",1,1,4520.18
668,"Miss R. Woodman",726789,JUMP,"Milldean Felix (IRE)",1,1,4520.18
669,"Margaret Coppola & Dianne Sayer",1107937,JUMP,"Jackhammer (IRE)",1,2,4520.18
672,"The County Set (Seven) & Partner",1144126,JUMP,"Amalfi Doug (FR)",0,3,4517.52
673,"The Chosen Few",992273,JUMP,"Ike Sport (FR)",0,4,4515.20
674,"Sue & Clive Cole & Ann & Tony Gale",1059529,JUMP,"Castkitello (IRE)",1,3,4482.42
675,"John White & Anne Underhill",959316,JUMP,"Umbrigado (IRE)",0,1,4480.33
676,"Sir Ian & Ms Catriona Good",1142823,JUMP,"Taxmeifyoucan (IRE)",0,3,4471.76
678,"Mr A. Whelan",1031138,JUMP,"Wall of Fame (IRE)",0,3,4464.16
679,"Mr Mark J. Phillips",1079043,JUMP,"Wavecrest (IRE)",0,7,4452.67
680,"Mr Warwick Ryan-Beswick",1111079,JUMP,"Taragrace (IRE)",0,3,4427.32
681,"Mr N. G. H. Ayliffe",726612,JUMP,"Richie Valentine (GB)",0,3,4418.78
682,"The Vacuum Pouch Company Limited",1056235,JUMP,"Cooper's Cross (IRE)",0,2,4415.84
683,"Caroline Fryer",1015089,JUMP,"Cloudy Wednesday (IRE)",0,5,4409.98
684,"Exors of the Late Mr C. J. Leech",819717,JUMP,"Applesandpierres (IRE)",0,5,4407.46
685,"Mr S. G. Allen",559817,JUMP,"Graasten (GER)",0,6,4403.16
686,"Miss Jane Allison",526892,JUMP,"Masked Matgil (FR)",1,3,4402.13
687,"Mrs J. May",552740,JUMP,"Somekindofstar (IRE)",0,3,4389.11
688,"Dark Horse Racing Ltd",931359,JUMP,"Court Dreaming (IRE)",1,3,4389.02
689,"T Hamlin, J E Gardener",1093637,JUMP,"Nickelsonthedime (IRE)",1,2,4383.54
690,"The Philip Hobbs Racing Partnership",1148652,JUMP,"Shantou Sunset (GB)",1,2,4380.04
691,"Ashgill Stud",1130034,JUMP,"Lady Babs (GB)",0,3,4362.94
692,"Mr Billy Bates",820863,JUMP,"Hard Lines (IRE)",0,2,4358.85
